account_id,ring_score,pattern,detail
C449672464,0.4,FAN_IN,Fan-in hub: 4 unique senders
C454846719,0.4,FAN_IN,Fan-in hub: 4 unique senders
C1643528525,0.4,FAN_IN,Fan-in hub: 4 unique senders
C45737324,0.4,FAN_IN,Fan-in hub: 4 unique senders
C463684840,0.4,FAN_IN,Fan-in hub: 4 unique senders
C1639416858,0.4,FAN_IN,Fan-in hub: 4 unique senders
C465496009,0.4,FAN_IN,Fan-in hub: 4 unique senders
C1624934916,0.4,FAN_IN,Fan-in hub: 4 unique senders
C481876674,0.4,FAN_IN,Fan-in hub: 4 unique senders
C1616817673,0.4,FAN_IN,Fan-in hub: 4 unique senders
C486240230,0.4,FAN_IN,Fan-in hub: 4 unique senders
C488759541,0.4,FAN_IN,Fan-in hub: 4 unique senders
C1672439184,0.4,FAN_IN,Fan-in hub: 4 unique senders
C168899077,0.4,FAN_IN,Fan-in hub: 4 unique senders
C1813044862,0.4,FAN_IN,Fan-in hub: 4 unique senders
C1691143074,0.4,FAN_IN,Fan-in hub: 4 unique senders
C1810924451,0.4,FAN_IN,Fan-in hub: 4 unique senders
C1799266374,0.4,FAN_IN,Fan-in hub: 4 unique senders
C33422693,0.4,FAN_IN,Fan-in hub: 4 unique senders
C1794695710,0.4,FAN_IN,Fan-in hub: 4 unique senders
C342951241,0.4,FAN_IN,Fan-in hub: 4 unique senders
C1782322405,0.4,FAN_IN,Fan-in hub: 4 unique senders
C1771607270,0.4,FAN_IN,Fan-in hub: 4 unique senders
C1755118824,0.4,FAN_IN,Fan-in hub: 4 unique senders
C1754723066,0.4,FAN_IN,Fan-in hub: 4 unique senders
C366838154,0.4,FAN_IN,Fan-in hub: 4 unique senders
C370494848,0.4,FAN_IN,Fan-in hub: 4 unique senders
C1733732197,0.4,FAN_IN,Fan-in hub: 4 unique senders
C380125101,0.4,FAN_IN,Fan-in hub: 4 unique senders
C385928643,0.4,FAN_IN,Fan-in hub: 4 unique senders
C386707279,0.4,FAN_IN,Fan-in hub: 4 unique senders
C396888875,0.4,FAN_IN,Fan-in hub: 4 unique senders
C1717149131,0.4,FAN_IN,Fan-in hub: 4 unique senders
C404647891,0.4,FAN_IN,Fan-in hub: 4 unique senders
C1694591726,0.4,FAN_IN,Fan-in hub: 4 unique senders
C1158972546,0.4,FAN_IN,Fan-in hub: 4 unique senders
C2053273782,0.4,FAN_IN,Fan-in hub: 4 unique senders
C1109962108,0.4,FAN_IN,Fan-in hub: 4 unique senders
C1081366871,0.4,FAN_IN,Fan-in hub: 4 unique senders
C925111570,0.4,FAN_IN,Fan-in hub: 4 unique senders
C1104386546,0.4,FAN_IN,Fan-in hub: 4 unique senders
C889966408,0.4,FAN_IN,Fan-in hub: 4 unique senders
C1116058111,0.4,FAN_IN,Fan-in hub: 4 unique senders
C951776099,0.4,FAN_IN,Fan-in hub: 4 unique senders
C939506232,0.4,FAN_IN,Fan-in hub: 4 unique senders
C1122983558,0.4,FAN_IN,Fan-in hub: 4 unique senders
C895656192,0.4,FAN_IN,Fan-in hub: 4 unique senders
C947001420,0.4,FAN_IN,Fan-in hub: 4 unique senders
C1020307152,0.4,FAN_IN,Fan-in hub: 4 unique senders
C886835537,0.4,FAN_IN,Fan-in hub: 4 unique senders
C1079537514,0.4,FAN_IN,Fan-in hub: 4 unique senders
C997388685,0.4,FAN_IN,Fan-in hub: 4 unique senders
C1076564251,0.4,FAN_IN,Fan-in hub: 4 unique senders
C947950021,0.4,FAN_IN,Fan-in hub: 4 unique senders
C996925018,0.4,FAN_IN,Fan-in hub: 4 unique senders
C992483683,0.4,FAN_IN,Fan-in hub: 4 unique senders
C1019178004,0.4,FAN_IN,Fan-in hub: 4 unique senders
C974831171,0.4,FAN_IN,Fan-in hub: 4 unique senders
C9913129,0.4,FAN_IN,Fan-in hub: 4 unique senders
C1097435331,0.4,FAN_IN,Fan-in hub: 4 unique senders
C891390445,0.4,FAN_IN,Fan-in hub: 4 unique senders
C1002889136,0.4,FAN_IN,Fan-in hub: 4 unique senders
C1083467275,0.4,FAN_IN,Fan-in hub: 4 unique senders
C1024435307,0.4,FAN_IN,Fan-in hub: 4 unique senders
C1010662092,0.4,FAN_IN,Fan-in hub: 4 unique senders
C1156703383,0.4,FAN_IN,Fan-in hub: 4 unique senders
C890727440,0.4,FAN_IN,Fan-in hub: 4 unique senders
C1001239182,0.4,FAN_IN,Fan-in hub: 4 unique senders
C1016242080,0.4,FAN_IN,Fan-in hub: 4 unique senders
C359227905,0.3,FAN_IN,Fan-in hub: 3 unique senders
C365552427,0.3,FAN_IN,Fan-in hub: 3 unique senders
C359177463,0.3,FAN_IN,Fan-in hub: 3 unique senders
C366360355,0.3,FAN_IN,Fan-in hub: 3 unique senders
C366456369,0.3,FAN_IN,Fan-in hub: 3 unique senders
C358489843,0.3,FAN_IN,Fan-in hub: 3 unique senders
C359666386,0.3,FAN_IN,Fan-in hub: 3 unique senders
C360031809,0.3,FAN_IN,Fan-in hub: 3 unique senders
C366243011,0.3,FAN_IN,Fan-in hub: 3 unique senders
C366233969,0.3,FAN_IN,Fan-in hub: 3 unique senders
C360965545,0.3,FAN_IN,Fan-in hub: 3 unique senders
C364749936,0.3,FAN_IN,Fan-in hub: 3 unique senders
C360250017,0.3,FAN_IN,Fan-in hub: 3 unique senders
C361077038,0.3,FAN_IN,Fan-in hub: 3 unique senders
C364624166,0.3,FAN_IN,Fan-in hub: 3 unique senders
C364293261,0.3,FAN_IN,Fan-in hub: 3 unique senders
C363702734,0.3,FAN_IN,Fan-in hub: 3 unique senders
C362896708,0.3,FAN_IN,Fan-in hub: 3 unique senders
C362217055,0.3,FAN_IN,Fan-in hub: 3 unique senders
C361339585,0.3,FAN_IN,Fan-in hub: 3 unique senders
C366760448,0.3,FAN_IN,Fan-in hub: 3 unique senders
C360466775,0.3,FAN_IN,Fan-in hub: 3 unique senders
C960138358,0.3,FAN_IN,Fan-in hub: 3 unique senders
C959605148,0.3,FAN_IN,Fan-in hub: 3 unique senders
C366646999,0.3,FAN_IN,Fan-in hub: 3 unique senders
C869342516,0.3,FAN_IN,Fan-in hub: 3 unique senders
C959132174,0.3,FAN_IN,Fan-in hub: 3 unique senders
C380037324,0.3,FAN_IN,Fan-in hub: 3 unique senders
C392401898,0.3,FAN_IN,Fan-in hub: 3 unique senders
C392371025,0.3,FAN_IN,Fan-in hub: 3 unique senders
C391967437,0.3,FAN_IN,Fan-in hub: 3 unique senders
C391592299,0.3,FAN_IN,Fan-in hub: 3 unique senders
C391184122,0.3,FAN_IN,Fan-in hub: 3 unique senders
C390749482,0.3,FAN_IN,Fan-in hub: 3 unique senders
C389170865,0.3,FAN_IN,Fan-in hub: 3 unique senders
C952611126,0.3,FAN_IN,Fan-in hub: 3 unique senders
C386246691,0.3,FAN_IN,Fan-in hub: 3 unique senders
C95318372,0.3,FAN_IN,Fan-in hub: 3 unique senders
C384763190,0.3,FAN_IN,Fan-in hub: 3 unique senders
C384180354,0.3,FAN_IN,Fan-in hub: 3 unique senders
C383739057,0.3,FAN_IN,Fan-in hub: 3 unique senders
C955368922,0.3,FAN_IN,Fan-in hub: 3 unique senders
C378480882,0.3,FAN_IN,Fan-in hub: 3 unique senders
C367239829,0.3,FAN_IN,Fan-in hub: 3 unique senders
C37843534,0.3,FAN_IN,Fan-in hub: 3 unique senders
C377439537,0.3,FAN_IN,Fan-in hub: 3 unique senders
C376843347,0.3,FAN_IN,Fan-in hub: 3 unique senders
C955464637,0.3,FAN_IN,Fan-in hub: 3 unique senders
C376833607,0.3,FAN_IN,Fan-in hub: 3 unique senders
C375600483,0.3,FAN_IN,Fan-in hub: 3 unique senders
C955477955,0.3,FAN_IN,Fan-in hub: 3 unique senders
C372943559,0.3,FAN_IN,Fan-in hub: 3 unique senders
C371992777,0.3,FAN_IN,Fan-in hub: 3 unique senders
C370853034,0.3,FAN_IN,Fan-in hub: 3 unique senders
C956529806,0.3,FAN_IN,Fan-in hub: 3 unique senders
C369411086,0.3,FAN_IN,Fan-in hub: 3 unique senders
C368358915,0.3,FAN_IN,Fan-in hub: 3 unique senders
C367906450,0.3,FAN_IN,Fan-in hub: 3 unique senders
C371875828,0.3,FAN_IN,Fan-in hub: 3 unique senders
C354539641,0.3,FAN_IN,Fan-in hub: 3 unique senders
C358473292,0.3,FAN_IN,Fan-in hub: 3 unique senders
C333551702,0.3,FAN_IN,Fan-in hub: 3 unique senders
C327880691,0.3,FAN_IN,Fan-in hub: 3 unique senders
C328707077,0.3,FAN_IN,Fan-in hub: 3 unique senders
C330482702,0.3,FAN_IN,Fan-in hub: 3 unique senders
C331041055,0.3,FAN_IN,Fan-in hub: 3 unique senders
C96614137,0.3,FAN_IN,Fan-in hub: 3 unique senders
C333330593,0.3,FAN_IN,Fan-in hub: 3 unique senders
C333699433,0.3,FAN_IN,Fan-in hub: 3 unique senders
C326088410,0.3,FAN_IN,Fan-in hub: 3 unique senders
C333763918,0.3,FAN_IN,Fan-in hub: 3 unique senders
C965224612,0.3,FAN_IN,Fan-in hub: 3 unique senders
C334239402,0.3,FAN_IN,Fan-in hub: 3 unique senders
C334251877,0.3,FAN_IN,Fan-in hub: 3 unique senders
C965020435,0.3,FAN_IN,Fan-in hub: 3 unique senders
C334716503,0.3,FAN_IN,Fan-in hub: 3 unique senders
C32646381,0.3,FAN_IN,Fan-in hub: 3 unique senders
C325496550,0.3,FAN_IN,Fan-in hub: 3 unique senders
C357619150,0.3,FAN_IN,Fan-in hub: 3 unique senders
C320553264,0.3,FAN_IN,Fan-in hub: 3 unique senders
C319445792,0.3,FAN_IN,Fan-in hub: 3 unique senders
C319469497,0.3,FAN_IN,Fan-in hub: 3 unique senders
C320409598,0.3,FAN_IN,Fan-in hub: 3 unique senders
C967806051,0.3,FAN_IN,Fan-in hub: 3 unique senders
C967791046,0.3,FAN_IN,Fan-in hub: 3 unique senders
C320485307,0.3,FAN_IN,Fan-in hub: 3 unique senders
C320842897,0.3,FAN_IN,Fan-in hub: 3 unique senders
C325441489,0.3,FAN_IN,Fan-in hub: 3 unique senders
C321965241,0.3,FAN_IN,Fan-in hub: 3 unique senders
C322213055,0.3,FAN_IN,Fan-in hub: 3 unique senders
C322403541,0.3,FAN_IN,Fan-in hub: 3 unique senders
C324025688,0.3,FAN_IN,Fan-in hub: 3 unique senders
C32445032,0.3,FAN_IN,Fan-in hub: 3 unique senders
C324834769,0.3,FAN_IN,Fan-in hub: 3 unique senders
C335867042,0.3,FAN_IN,Fan-in hub: 3 unique senders
C336751631,0.3,FAN_IN,Fan-in hub: 3 unique senders
C336787823,0.3,FAN_IN,Fan-in hub: 3 unique senders
C964141578,0.3,FAN_IN,Fan-in hub: 3 unique senders
C349750447,0.3,FAN_IN,Fan-in hub: 3 unique senders
C350593707,0.3,FAN_IN,Fan-in hub: 3 unique senders
C352179905,0.3,FAN_IN,Fan-in hub: 3 unique senders
C352711661,0.3,FAN_IN,Fan-in hub: 3 unique senders
C35338751,0.3,FAN_IN,Fan-in hub: 3 unique senders
C353416809,0.3,FAN_IN,Fan-in hub: 3 unique senders
C35420740,0.3,FAN_IN,Fan-in hub: 3 unique senders
C337233796,0.3,FAN_IN,Fan-in hub: 3 unique senders
C396149942,0.3,FAN_IN,Fan-in hub: 3 unique senders
C354978456,0.3,FAN_IN,Fan-in hub: 3 unique senders
C354984588,0.3,FAN_IN,Fan-in hub: 3 unique senders
C355276630,0.3,FAN_IN,Fan-in hub: 3 unique senders
C3554010,0.3,FAN_IN,Fan-in hub: 3 unique senders
C355900651,0.3,FAN_IN,Fan-in hub: 3 unique senders
C349402684,0.3,FAN_IN,Fan-in hub: 3 unique senders
C349261636,0.3,FAN_IN,Fan-in hub: 3 unique senders
C348867236,0.3,FAN_IN,Fan-in hub: 3 unique senders
C964846751,0.3,FAN_IN,Fan-in hub: 3 unique senders
C34827381,0.3,FAN_IN,Fan-in hub: 3 unique senders
C346880788,0.3,FAN_IN,Fan-in hub: 3 unique senders
C345700214,0.3,FAN_IN,Fan-in hub: 3 unique senders
C345605550,0.3,FAN_IN,Fan-in hub: 3 unique senders
C34420378,0.3,FAN_IN,Fan-in hub: 3 unique senders
C343458023,0.3,FAN_IN,Fan-in hub: 3 unique senders
C96497909,0.3,FAN_IN,Fan-in hub: 3 unique senders
C342039155,0.3,FAN_IN,Fan-in hub: 3 unique senders
C341969681,0.3,FAN_IN,Fan-in hub: 3 unique senders
C341838343,0.3,FAN_IN,Fan-in hub: 3 unique senders
C340656238,0.3,FAN_IN,Fan-in hub: 3 unique senders
C339753645,0.3,FAN_IN,Fan-in hub: 3 unique senders
C337364866,0.3,FAN_IN,Fan-in hub: 3 unique senders
C393943094,0.3,FAN_IN,Fan-in hub: 3 unique senders
C399912884,0.3,FAN_IN,Fan-in hub: 3 unique senders
C396203351,0.3,FAN_IN,Fan-in hub: 3 unique senders
C44558294,0.3,FAN_IN,Fan-in hub: 3 unique senders
C940786581,0.3,FAN_IN,Fan-in hub: 3 unique senders
C455560652,0.3,FAN_IN,Fan-in hub: 3 unique senders
C454960650,0.3,FAN_IN,Fan-in hub: 3 unique senders
C452705239,0.3,FAN_IN,Fan-in hub: 3 unique senders
C451930660,0.3,FAN_IN,Fan-in hub: 3 unique senders
C940865576,0.3,FAN_IN,Fan-in hub: 3 unique senders
C449543336,0.3,FAN_IN,Fan-in hub: 3 unique senders
C941956667,0.3,FAN_IN,Fan-in hub: 3 unique senders
C942089700,0.3,FAN_IN,Fan-in hub: 3 unique senders
C449317666,0.3,FAN_IN,Fan-in hub: 3 unique senders
C447668711,0.3,FAN_IN,Fan-in hub: 3 unique senders
C44658799,0.3,FAN_IN,Fan-in hub: 3 unique senders
C44646040,0.3,FAN_IN,Fan-in hub: 3 unique senders
C446371363,0.3,FAN_IN,Fan-in hub: 3 unique senders
C942090821,0.3,FAN_IN,Fan-in hub: 3 unique senders
C456801987,0.3,FAN_IN,Fan-in hub: 3 unique senders
C943766118,0.3,FAN_IN,Fan-in hub: 3 unique senders
C944536296,0.3,FAN_IN,Fan-in hub: 3 unique senders
C945132934,0.3,FAN_IN,Fan-in hub: 3 unique senders
C441151352,0.3,FAN_IN,Fan-in hub: 3 unique senders
C441089104,0.3,FAN_IN,Fan-in hub: 3 unique senders
C440837173,0.3,FAN_IN,Fan-in hub: 3 unique senders
C440812080,0.3,FAN_IN,Fan-in hub: 3 unique senders
C440159804,0.3,FAN_IN,Fan-in hub: 3 unique senders
C440143685,0.3,FAN_IN,Fan-in hub: 3 unique senders
C438803880,0.3,FAN_IN,Fan-in hub: 3 unique senders
C43875271,0.3,FAN_IN,Fan-in hub: 3 unique senders
C438645652,0.3,FAN_IN,Fan-in hub: 3 unique senders
C94618150,0.3,FAN_IN,Fan-in hub: 3 unique senders
C437440612,0.3,FAN_IN,Fan-in hub: 3 unique senders
C455649456,0.3,FAN_IN,Fan-in hub: 3 unique senders
C457100177,0.3,FAN_IN,Fan-in hub: 3 unique senders
C436114674,0.3,FAN_IN,Fan-in hub: 3 unique senders
C473265049,0.3,FAN_IN,Fan-in hub: 3 unique senders
C480274347,0.3,FAN_IN,Fan-in hub: 3 unique senders
C479263037,0.3,FAN_IN,Fan-in hub: 3 unique senders
C478774571,0.3,FAN_IN,Fan-in hub: 3 unique senders
C478471083,0.3,FAN_IN,Fan-in hub: 3 unique senders
C47732229,0.3,FAN_IN,Fan-in hub: 3 unique senders
C477141074,0.3,FAN_IN,Fan-in hub: 3 unique senders
C476277420,0.3,FAN_IN,Fan-in hub: 3 unique senders
C476037256,0.3,FAN_IN,Fan-in hub: 3 unique senders
C475794089,0.3,FAN_IN,Fan-in hub: 3 unique senders
C475453417,0.3,FAN_IN,Fan-in hub: 3 unique senders
C475170464,0.3,FAN_IN,Fan-in hub: 3 unique senders
C47494009,0.3,FAN_IN,Fan-in hub: 3 unique senders
C474780379,0.3,FAN_IN,Fan-in hub: 3 unique senders
C473679588,0.3,FAN_IN,Fan-in hub: 3 unique senders
C470288976,0.3,FAN_IN,Fan-in hub: 3 unique senders
C457489033,0.3,FAN_IN,Fan-in hub: 3 unique senders
C469777306,0.3,FAN_IN,Fan-in hub: 3 unique senders
C469752304,0.3,FAN_IN,Fan-in hub: 3 unique senders
C468885734,0.3,FAN_IN,Fan-in hub: 3 unique senders
C467454506,0.3,FAN_IN,Fan-in hub: 3 unique senders
C467200018,0.3,FAN_IN,Fan-in hub: 3 unique senders
C466401408,0.3,FAN_IN,Fan-in hub: 3 unique senders
